author,traitName,mappedGenes
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,ACE
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,ACE
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,ALDH1A2
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,APP
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,CEACAM16-AS1
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,NECTIN2
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,APOE
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,PTK2B
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,NCK2
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,NCK2
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,TREML5P
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,OARD1
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,"UNC5CL,LRFN2"
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),SCARB1
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),"MIR4752,LILRA5"
Zhu Z,Alzheimer's disease or fasting glucose levels (pleiotropy),"SLC35C1,CRY2"
Zhu Z,Alzheimer's disease or fasting glucose levels (pleiotropy),"OR4C3,OR4S1"
Zhu Z,Alzheimer's disease or fasting glucose levels (pleiotropy),TCF7L2
Zhu Z,Alzheimer's disease or fasting glucose levels (pleiotropy),MADD
Zhu Z,Alzheimer's disease or fasting insulin levels (pleiotropy),CR1
Zhu Z,Alzheimer's disease or fasting insulin levels (pleiotropy),"CEACAM16-AS1,BCL3"
Zhu Z,Alzheimer's disease or fasting insulin levels (pleiotropy),CLU
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),"APOC1,APOC1P1"
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),ALDH1A2
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),TOMM40
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),"BCAM,NECTIN2"
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),NECTIN2
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),NECTIN2
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),ABCA1
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),"NIFKP9,BIN1"
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),"APOC1,APOC1P1"
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),ALDH1A2
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),"CLPTM1,APOC4-APOC2"
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),APOB
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),"LINC02695,RNU6-560P"
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),LIPG
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),BCL3
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),UBE2L3
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),"PVR,CEACAM16-AS1"
Zhu Z,Alzheimer's disease or HDL levels (pleiotropy),EPHA1
Schott JM,Posterior cortical atrophy and Alzheimer's disease,TOMM40
Schott JM,Posterior cortical atrophy and Alzheimer's disease,ZAP70
Schott JM,Posterior cortical atrophy and Alzheimer's disease,PUS1
Schott JM,Posterior cortical atrophy and Alzheimer's disease,ABCA1
Schott JM,Posterior cortical atrophy and Alzheimer's disease,MAP2K5
Schott JM,Posterior cortical atrophy and Alzheimer's disease,ANGPT4
Schott JM,Posterior cortical atrophy and Alzheimer's disease,ARIH1
Schott JM,Posterior cortical atrophy and Alzheimer's disease,"LINC01099,LINC01098"
Schott JM,Posterior cortical atrophy and Alzheimer's disease,"MSX2,HIGD1AP3"
Schott JM,Posterior cortical atrophy and Alzheimer's disease,BCL10-AS1
Schott JM,Posterior cortical atrophy and Alzheimer's disease,FAM83E
Schott JM,Posterior cortical atrophy and Alzheimer's disease,"PER3P1,U3"
Schott JM,Posterior cortical atrophy and Alzheimer's disease,"LRRIQ3,RNU4ATAC8P"
Schott JM,Posterior cortical atrophy and Alzheimer's disease,LINC02942
Schott JM,Posterior cortical atrophy and Alzheimer's disease,"RMEL3,GPBP1"
Schott JM,Posterior cortical atrophy and Alzheimer's disease,"SEMA3C,EIF4EP4"
Schott JM,Posterior cortical atrophy and Alzheimer's disease,"RN7SKP102,CNTNAP5-DT"
Schott JM,Posterior cortical atrophy and Alzheimer's disease,"TENT5A,RPSAP72"
Wang X,Alzheimer's disease (survival time),IL19
Wang X,Alzheimer's disease (survival time),"NCKAP5,RN7SKP93"
Wang X,Alzheimer's disease (survival time),CCDC85C
Wang X,Alzheimer's disease (survival time),SDR9C7
Wang X,Alzheimer's disease (survival time),NARS2
Wang X,Alzheimer's disease (survival time),ALDH4A1
Wang X,Alzheimer's disease (survival time),PKNOX2
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,VIPR2
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"RPL10AP3,LINC01288"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,PGPEP1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,PTCHD4
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,VAC14
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"LINC00971,SRRM1P2"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"PCDHA4,PCDHA3,PCDHA1,PCDHA2"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"GEMIN7-AS1,MARK4,GEMIN7"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"RCN2,RN7SL278P"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,CR1L
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"RAB9BP1,RNA5SP189"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,CHRNA2
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"RNU4-42P,NHLH1"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,DEDD
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,PDE4B
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,FLJ40194
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,CPA6
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,NDUFAF7
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,RBM20
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"EDIL3-DT,PPIAP79"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,MICALL2
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,KCNH5
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,H3C12
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,UBR5
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,STXBP6
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,EXO1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"CACNA1A,RPL12P42"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,PSTPIP1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,LINC02015
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"LINC00489,CTNNBL1"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ASMER1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,MARK4
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,CDH4
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ABCG8
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"RNU6-281P,FOXP1"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,PTPRN2
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,CHRM3
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"GGTA2P,RAB11AP2"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,MAMSTR
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ZNF652-AS1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,EYA4
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"RPL12P40,RN7SKP182"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,LINC01036
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"HMGN1P11,RPL21P47"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"PGBD1,SMIM15P2"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"CBLN2,LINC01899"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"RNA5SP459,TCF4"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,SREBF1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,MACIR
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"TMEM106B,THSD7A"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,FLJ40194
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,PID1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"RN7SL278P,RCN2"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ADGRB3
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"GBA3,RFPL4AP3"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"THEM7P,WT1"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,CDIN1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,TRAIP
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,IQCK
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,LINC01036
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,SDK1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,GALNT10
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,SHISA6
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,SHISA6
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,BLTP3A
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"MIR4431,ASB3"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,TRIP6
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,CABLES1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ARFGEF1-DT
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,LCORL
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,TFR2
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"LINC01916,LINC01924"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,SPATC1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,TMEM106B
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ERC2
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"TRIM9,PYGL"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,CNTNAP5
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ERBB3
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"LINC02131,ADAMTS18"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ERCC1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"BLOC1S3,MARK4"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"MIR548H4,STMN4"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,FLJ40194
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,GATAD2A
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,TC2N
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"CEACAM16-AS1,PVR"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,CDK13
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,FAM135B
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"RNA5SP459,TCF4"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,PDE4B
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"LINC01080,SPRY2"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"TFDP1P1,LINC01774"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,RIN3
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"LMX1A-AS1,LMX1A"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,LINC00489
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"SALL1,SOD1P2"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ABI3
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"RNU6-456P,LINC01843"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,PDE4B
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,GALNT13
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,SEMA3F
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"FOXP1,RNU6-281P"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,KLC3
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,PDE4B
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"APOC4,APOC4-APOC2"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"HNRNPA1P46,LINC01720"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"TSBP1-AS1,HLA-DRA"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,NECTIN2
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ZNF652-AS1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,PDE4B
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"PPP1R13L,ERCC2"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"ERCC1,POLR1G"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,PDE4B
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ZNF652
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,LINC02497
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,NECTIN2
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,SEMA3F
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,TSPOAP1-AS1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,FLJ40194
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ZNF689
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,RERG
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"GLRXP1,LINC00489"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"GEMIN7-AS1,MARK4,GEMIN7"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"GCNT7,FAM209A"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"SSBP4,LRRC25"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,PDE4B
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ZNF652-AS1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"PPP1R2P5,LINC01789"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ERC2
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,PDE4B
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"CCDC85B,FIBP"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,CR1L
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,CHST12
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,CENPE
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"MIR2113,MMS22L"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,CUX2
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"ZNF222,ZNF223"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,ZNF652-AS1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"HNRNPA1P46,LINC01720"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,SYMPK
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,RELB
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,SEMA3F-AS1
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"PTGER2,TXNDC16"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,RELB
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"PICALM,RNU6-560P"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,"ZNF629,Metazoa_SRP"
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,CLASRP
Adewuyi EO,Alzheimer's disease or gastroesophageal reflux disease,AZGP1P1
